2022-07-28 16:48:46 INFO [2828:main.c:18] hello,  -- info
2022-07-28 17:36:14 INFO [5279:main.c:20] hello, sys --info
2022-07-28 17:36:14 DEBUG [5279:main.c:21] hello, sys --debug
2022-07-28 17:36:14 WARN [5279:main.c:22] hello, sys --warn
2022-07-28 17:36:14 ERROR [5279:main.c:23] hello, sys --error
2022-07-28 17:36:14 PANIC [5279:main.c:24] hello, sys --panic
2022-07-28 17:36:15 INFO [5282:main.c:20] hello, sys --info
2022-07-28 17:36:15 DEBUG [5282:main.c:21] hello, sys --debug
2022-07-28 17:36:15 WARN [5282:main.c:22] hello, sys --warn
2022-07-28 17:36:15 ERROR [5282:main.c:23] hello, sys --error
2022-07-28 17:36:15 PANIC [5282:main.c:24] hello, sys --panic
2022-07-28 17:36:16 INFO [5285:main.c:20] hello, sys --info
2022-07-28 17:36:16 DEBUG [5285:main.c:21] hello, sys --debug
2022-07-28 17:36:16 WARN [5285:main.c:22] hello, sys --warn
2022-07-28 17:36:16 ERROR [5285:main.c:23] hello, sys --error
2022-07-28 17:36:16 PANIC [5285:main.c:24] hello, sys --panic
2022-07-28 17:36:17 INFO [5288:main.c:20] hello, sys --info
2022-07-28 17:36:17 DEBUG [5288:main.c:21] hello, sys --debug
2022-07-28 17:36:17 WARN [5288:main.c:22] hello, sys --warn
2022-07-28 17:36:17 ERROR [5288:main.c:23] hello, sys --error
2022-07-28 17:36:17 PANIC [5288:main.c:24] hello, sys --panic
2022-07-28 17:36:18 INFO [5291:main.c:20] hello, sys --info
2022-07-28 17:36:18 DEBUG [5291:main.c:21] hello, sys --debug
2022-07-28 17:36:18 WARN [5291:main.c:22] hello, sys --warn
2022-07-28 17:36:18 ERROR [5291:main.c:23] hello, sys --error
2022-07-28 17:36:18 PANIC [5291:main.c:24] hello, sys --panic
2022-07-28 17:36:19 INFO [5294:main.c:20] hello, sys --info
2022-07-28 17:36:19 DEBUG [5294:main.c:21] hello, sys --debug
2022-07-28 17:36:19 WARN [5294:main.c:22] hello, sys --warn
2022-07-28 17:36:19 ERROR [5294:main.c:23] hello, sys --error
2022-07-28 17:36:19 PANIC [5294:main.c:24] hello, sys --panic
2022-07-28 17:36:20 INFO [5297:main.c:20] hello, sys --info
2022-07-28 17:36:20 DEBUG [5297:main.c:21] hello, sys --debug
2022-07-28 17:36:20 WARN [5297:main.c:22] hello, sys --warn
2022-07-28 17:36:20 ERROR [5297:main.c:23] hello, sys --error
2022-07-28 17:36:20 PANIC [5297:main.c:24] hello, sys --panic
2022-07-28 17:36:21 INFO [5300:main.c:20] hello, sys --info
2022-07-28 17:36:21 DEBUG [5300:main.c:21] hello, sys --debug
2022-07-28 17:36:21 WARN [5300:main.c:22] hello, sys --warn
2022-07-28 17:36:21 ERROR [5300:main.c:23] hello, sys --error
2022-07-28 17:36:21 PANIC [5300:main.c:24] hello, sys --panic
2022-07-28 17:36:22 INFO [5303:main.c:20] hello, sys --info
2022-07-28 17:36:22 DEBUG [5303:main.c:21] hello, sys --debug
2022-07-28 17:36:22 WARN [5303:main.c:22] hello, sys --warn
2022-07-28 17:36:22 ERROR [5303:main.c:23] hello, sys --error
2022-07-28 17:36:22 PANIC [5303:main.c:24] hello, sys --panic
2022-07-28 17:36:23 INFO [5306:main.c:20] hello, sys --info
2022-07-28 17:36:23 DEBUG [5306:main.c:21] hello, sys --debug
2022-07-28 17:36:23 WARN [5306:main.c:22] hello, sys --warn
2022-07-28 17:36:23 ERROR [5306:main.c:23] hello, sys --error
2022-07-28 17:36:23 PANIC [5306:main.c:24] hello, sys --panic
2022-07-28 17:36:24 INFO [5309:main.c:20] hello, sys --info
2022-07-28 17:36:24 DEBUG [5309:main.c:21] hello, sys --debug
2022-07-28 17:36:24 WARN [5309:main.c:22] hello, sys --warn
2022-07-28 17:36:24 ERROR [5309:main.c:23] hello, sys --error
2022-07-28 17:36:24 PANIC [5309:main.c:24] hello, sys --panic
2022-07-28 17:36:25 INFO [5312:main.c:20] hello, sys --info
2022-07-28 17:36:25 DEBUG [5312:main.c:21] hello, sys --debug
2022-07-28 17:36:25 WARN [5312:main.c:22] hello, sys --warn
2022-07-28 17:36:25 ERROR [5312:main.c:23] hello, sys --error
2022-07-28 17:36:25 PANIC [5312:main.c:24] hello, sys --panic
2022-07-28 17:36:26 INFO [5315:main.c:20] hello, sys --info
2022-07-28 17:36:26 DEBUG [5315:main.c:21] hello, sys --debug
2022-07-28 17:36:26 WARN [5315:main.c:22] hello, sys --warn
2022-07-28 17:36:26 ERROR [5315:main.c:23] hello, sys --error
2022-07-28 17:36:26 PANIC [5315:main.c:24] hello, sys --panic
2022-07-28 17:36:27 INFO [5318:main.c:20] hello, sys --info
2022-07-28 17:36:27 DEBUG [5318:main.c:21] hello, sys --debug
2022-07-28 17:36:27 WARN [5318:main.c:22] hello, sys --warn
2022-07-28 17:36:27 ERROR [5318:main.c:23] hello, sys --error
2022-07-28 17:36:27 PANIC [5318:main.c:24] hello, sys --panic
2022-07-28 17:36:28 INFO [5321:main.c:20] hello, sys --info
2022-07-28 17:36:28 DEBUG [5321:main.c:21] hello, sys --debug
2022-07-28 17:36:28 WARN [5321:main.c:22] hello, sys --warn
2022-07-28 17:36:28 ERROR [5321:main.c:23] hello, sys --error
2022-07-28 17:36:28 PANIC [5321:main.c:24] hello, sys --panic
2022-07-28 17:36:29 INFO [5324:main.c:20] hello, sys --info
2022-07-28 17:36:29 DEBUG [5324:main.c:21] hello, sys --debug
2022-07-28 17:36:29 WARN [5324:main.c:22] hello, sys --warn
2022-07-28 17:36:29 ERROR [5324:main.c:23] hello, sys --error
2022-07-28 17:36:29 PANIC [5324:main.c:24] hello, sys --panic
2022-07-28 17:36:30 INFO [5327:main.c:20] hello, sys --info
2022-07-28 17:36:30 DEBUG [5327:main.c:21] hello, sys --debug
2022-07-28 17:36:30 WARN [5327:main.c:22] hello, sys --warn
2022-07-28 17:36:30 ERROR [5327:main.c:23] hello, sys --error
2022-07-28 17:36:30 PANIC [5327:main.c:24] hello, sys --panic
2022-07-28 17:36:31 INFO [5330:main.c:20] hello, sys --info
2022-07-28 17:36:31 DEBUG [5330:main.c:21] hello, sys --debug
2022-07-28 17:36:31 WARN [5330:main.c:22] hello, sys --warn
2022-07-28 17:36:31 ERROR [5330:main.c:23] hello, sys --error
2022-07-28 17:36:31 PANIC [5330:main.c:24] hello, sys --panic
2022-07-28 17:36:32 INFO [5333:main.c:20] hello, sys --info
2022-07-28 17:36:32 DEBUG [5333:main.c:21] hello, sys --debug
2022-07-28 17:36:32 WARN [5333:main.c:22] hello, sys --warn
2022-07-28 17:36:32 ERROR [5333:main.c:23] hello, sys --error
2022-07-28 17:36:32 PANIC [5333:main.c:24] hello, sys --panic
2022-07-28 17:36:33 INFO [5336:main.c:20] hello, sys --info
2022-07-28 17:36:33 DEBUG [5336:main.c:21] hello, sys --debug
2022-07-28 17:36:33 WARN [5336:main.c:22] hello, sys --warn
2022-07-28 17:36:33 ERROR [5336:main.c:23] hello, sys --error
2022-07-28 17:36:33 PANIC [5336:main.c:24] hello, sys --panic
2022-07-28 17:36:34 INFO [5339:main.c:20] hello, sys --info
2022-07-28 17:36:34 DEBUG [5339:main.c:21] hello, sys --debug
2022-07-28 17:36:34 WARN [5339:main.c:22] hello, sys --warn
2022-07-28 17:36:34 ERROR [5339:main.c:23] hello, sys --error
2022-07-28 17:36:34 PANIC [5339:main.c:24] hello, sys --panic
2022-07-28 17:36:35 INFO [5342:main.c:20] hello, sys --info
2022-07-28 17:36:35 DEBUG [5342:main.c:21] hello, sys --debug
2022-07-28 17:36:35 WARN [5342:main.c:22] hello, sys --warn
2022-07-28 17:36:35 ERROR [5342:main.c:23] hello, sys --error
2022-07-28 17:36:35 PANIC [5342:main.c:24] hello, sys --panic
2022-07-28 17:36:36 INFO [5345:main.c:20] hello, sys --info
2022-07-28 17:36:36 DEBUG [5345:main.c:21] hello, sys --debug
2022-07-28 17:36:36 WARN [5345:main.c:22] hello, sys --warn
2022-07-28 17:36:36 ERROR [5345:main.c:23] hello, sys --error
2022-07-28 17:36:36 PANIC [5345:main.c:24] hello, sys --panic
2022-07-28 17:36:37 INFO [5348:main.c:20] hello, sys --info
2022-07-28 17:36:37 DEBUG [5348:main.c:21] hello, sys --debug
2022-07-28 17:36:37 WARN [5348:main.c:22] hello, sys --warn
2022-07-28 17:36:37 ERROR [5348:main.c:23] hello, sys --error
2022-07-28 17:36:37 PANIC [5348:main.c:24] hello, sys --panic
2022-07-28 17:36:38 INFO [5351:main.c:20] hello, sys --info
2022-07-28 17:36:38 DEBUG [5351:main.c:21] hello, sys --debug
2022-07-28 17:36:38 WARN [5351:main.c:22] hello, sys --warn
2022-07-28 17:36:38 ERROR [5351:main.c:23] hello, sys --error
2022-07-28 17:36:38 PANIC [5351:main.c:24] hello, sys --panic
2022-07-28 17:36:39 INFO [5354:main.c:20] hello, sys --info
2022-07-28 17:36:39 DEBUG [5354:main.c:21] hello, sys --debug
2022-07-28 17:36:39 WARN [5354:main.c:22] hello, sys --warn
2022-07-28 17:36:39 ERROR [5354:main.c:23] hello, sys --error
2022-07-28 17:36:39 PANIC [5354:main.c:24] hello, sys --panic
2022-07-28 17:36:40 INFO [5357:main.c:20] hello, sys --info
2022-07-28 17:36:40 DEBUG [5357:main.c:21] hello, sys --debug
2022-07-28 17:36:40 WARN [5357:main.c:22] hello, sys --warn
2022-07-28 17:36:40 ERROR [5357:main.c:23] hello, sys --error
2022-07-28 17:36:40 PANIC [5357:main.c:24] hello, sys --panic
2022-07-28 17:36:41 INFO [5360:main.c:20] hello, sys --info
2022-07-28 17:36:41 DEBUG [5360:main.c:21] hello, sys --debug
2022-07-28 17:36:41 WARN [5360:main.c:22] hello, sys --warn
2022-07-28 17:36:41 ERROR [5360:main.c:23] hello, sys --error
2022-07-28 17:36:41 PANIC [5360:main.c:24] hello, sys --panic
2022-07-28 17:36:42 INFO [5363:main.c:20] hello, sys --info
2022-07-28 17:36:42 DEBUG [5363:main.c:21] hello, sys --debug
2022-07-28 17:36:42 WARN [5363:main.c:22] hello, sys --warn
2022-07-28 17:36:42 ERROR [5363:main.c:23] hello, sys --error
2022-07-28 17:36:42 PANIC [5363:main.c:24] hello, sys --panic
2022-07-28 17:36:43 INFO [5366:main.c:20] hello, sys --info
2022-07-28 17:36:43 DEBUG [5366:main.c:21] hello, sys --debug
2022-07-28 17:36:43 WARN [5366:main.c:22] hello, sys --warn
2022-07-28 17:36:43 ERROR [5366:main.c:23] hello, sys --error
2022-07-28 17:36:43 PANIC [5366:main.c:24] hello, sys --panic
2022-07-28 17:36:44 INFO [5369:main.c:20] hello, sys --info
2022-07-28 17:36:44 DEBUG [5369:main.c:21] hello, sys --debug
2022-07-28 17:36:44 WARN [5369:main.c:22] hello, sys --warn
2022-07-28 17:36:44 ERROR [5369:main.c:23] hello, sys --error
2022-07-28 17:36:44 PANIC [5369:main.c:24] hello, sys --panic
2022-07-28 17:36:45 INFO [5372:main.c:20] hello, sys --info
2022-07-28 17:36:45 DEBUG [5372:main.c:21] hello, sys --debug
2022-07-28 17:36:45 WARN [5372:main.c:22] hello, sys --warn
2022-07-28 17:36:45 ERROR [5372:main.c:23] hello, sys --error
2022-07-28 17:36:45 PANIC [5372:main.c:24] hello, sys --panic
2022-07-28 17:36:46 INFO [5375:main.c:20] hello, sys --info
2022-07-28 17:36:46 DEBUG [5375:main.c:21] hello, sys --debug
2022-07-28 17:36:46 WARN [5375:main.c:22] hello, sys --warn
2022-07-28 17:36:46 ERROR [5375:main.c:23] hello, sys --error
2022-07-28 17:36:46 PANIC [5375:main.c:24] hello, sys --panic
2022-07-28 17:36:47 INFO [5378:main.c:20] hello, sys --info
2022-07-28 17:36:47 DEBUG [5378:main.c:21] hello, sys --debug
2022-07-28 17:36:47 WARN [5378:main.c:22] hello, sys --warn
2022-07-28 17:36:47 ERROR [5378:main.c:23] hello, sys --error
2022-07-28 17:36:47 PANIC [5378:main.c:24] hello, sys --panic
2022-07-28 17:36:48 INFO [5381:main.c:20] hello, sys --info
2022-07-28 17:36:48 DEBUG [5381:main.c:21] hello, sys --debug
2022-07-28 17:36:48 WARN [5381:main.c:22] hello, sys --warn
2022-07-28 17:36:48 ERROR [5381:main.c:23] hello, sys --error
2022-07-28 17:36:48 PANIC [5381:main.c:24] hello, sys --panic
2022-07-28 17:36:49 INFO [5384:main.c:20] hello, sys --info
2022-07-28 17:36:49 DEBUG [5384:main.c:21] hello, sys --debug
2022-07-28 17:36:49 WARN [5384:main.c:22] hello, sys --warn
2022-07-28 17:36:49 ERROR [5384:main.c:23] hello, sys --error
2022-07-28 17:36:49 PANIC [5384:main.c:24] hello, sys --panic
2022-07-28 17:36:50 INFO [5387:main.c:20] hello, sys --info
2022-07-28 17:36:50 DEBUG [5387:main.c:21] hello, sys --debug
2022-07-28 17:36:50 WARN [5387:main.c:22] hello, sys --warn
2022-07-28 17:36:50 ERROR [5387:main.c:23] hello, sys --error
2022-07-28 17:36:50 PANIC [5387:main.c:24] hello, sys --panic
2022-07-28 17:36:51 INFO [5390:main.c:20] hello, sys --info
2022-07-28 17:36:51 DEBUG [5390:main.c:21] hello, sys --debug
2022-07-28 17:36:51 WARN [5390:main.c:22] hello, sys --warn
2022-07-28 17:36:51 ERROR [5390:main.c:23] hello, sys --error
2022-07-28 17:36:51 PANIC [5390:main.c:24] hello, sys --panic
2022-07-28 17:36:52 INFO [5393:main.c:20] hello, sys --info
2022-07-28 17:36:52 DEBUG [5393:main.c:21] hello, sys --debug
2022-07-28 17:36:52 WARN [5393:main.c:22] hello, sys --warn
2022-07-28 17:36:52 ERROR [5393:main.c:23] hello, sys --error
2022-07-28 17:36:52 PANIC [5393:main.c:24] hello, sys --panic
2022-07-28 17:36:53 INFO [5396:main.c:20] hello, sys --info
2022-07-28 17:36:53 DEBUG [5396:main.c:21] hello, sys --debug
2022-07-28 17:36:53 WARN [5396:main.c:22] hello, sys --warn
2022-07-28 17:36:53 ERROR [5396:main.c:23] hello, sys --error
2022-07-28 17:36:53 PANIC [5396:main.c:24] hello, sys --panic
2022-07-28 17:36:54 INFO [5399:main.c:20] hello, sys --info
2022-07-28 17:36:54 DEBUG [5399:main.c:21] hello, sys --debug
2022-07-28 17:36:54 WARN [5399:main.c:22] hello, sys --warn
2022-07-28 17:36:54 ERROR [5399:main.c:23] hello, sys --error
2022-07-28 17:36:54 PANIC [5399:main.c:24] hello, sys --panic
2022-07-28 17:36:55 INFO [5402:main.c:20] hello, sys --info
2022-07-28 17:36:55 DEBUG [5402:main.c:21] hello, sys --debug
2022-07-28 17:36:55 WARN [5402:main.c:22] hello, sys --warn
2022-07-28 17:36:55 ERROR [5402:main.c:23] hello, sys --error
2022-07-28 17:36:55 PANIC [5402:main.c:24] hello, sys --panic
2022-07-28 17:36:56 INFO [5405:main.c:20] hello, sys --info
2022-07-28 17:36:56 DEBUG [5405:main.c:21] hello, sys --debug
2022-07-28 17:36:56 WARN [5405:main.c:22] hello, sys --warn
2022-07-28 17:36:56 ERROR [5405:main.c:23] hello, sys --error
2022-07-28 17:36:56 PANIC [5405:main.c:24] hello, sys --panic
2022-07-28 17:36:57 INFO [5408:main.c:20] hello, sys --info
2022-07-28 17:36:57 DEBUG [5408:main.c:21] hello, sys --debug
2022-07-28 17:36:57 WARN [5408:main.c:22] hello, sys --warn
2022-07-28 17:36:57 ERROR [5408:main.c:23] hello, sys --error
2022-07-28 17:36:57 PANIC [5408:main.c:24] hello, sys --panic
2022-07-28 17:36:58 INFO [5411:main.c:20] hello, sys --info
2022-07-28 17:36:58 DEBUG [5411:main.c:21] hello, sys --debug
2022-07-28 17:36:58 WARN [5411:main.c:22] hello, sys --warn
2022-07-28 17:36:58 ERROR [5411:main.c:23] hello, sys --error
2022-07-28 17:36:58 PANIC [5411:main.c:24] hello, sys --panic
2022-07-28 17:36:59 INFO [5414:main.c:20] hello, sys --info
2022-07-28 17:36:59 DEBUG [5414:main.c:21] hello, sys --debug
2022-07-28 17:36:59 WARN [5414:main.c:22] hello, sys --warn
2022-07-28 17:36:59 ERROR [5414:main.c:23] hello, sys --error
2022-07-28 17:36:59 PANIC [5414:main.c:24] hello, sys --panic
2022-07-28 17:37:00 INFO [5417:main.c:20] hello, sys --info
2022-07-28 17:37:00 DEBUG [5417:main.c:21] hello, sys --debug
2022-07-28 17:37:00 WARN [5417:main.c:22] hello, sys --warn
2022-07-28 17:37:00 ERROR [5417:main.c:23] hello, sys --error
2022-07-28 17:37:00 PANIC [5417:main.c:24] hello, sys --panic
2022-07-28 17:37:01 INFO [5420:main.c:20] hello, sys --info
2022-07-28 17:37:01 DEBUG [5420:main.c:21] hello, sys --debug
2022-07-28 17:37:01 WARN [5420:main.c:22] hello, sys --warn
2022-07-28 17:37:01 ERROR [5420:main.c:23] hello, sys --error
2022-07-28 17:37:01 PANIC [5420:main.c:24] hello, sys --panic
2022-07-28 17:37:02 INFO [5423:main.c:20] hello, sys --info
2022-07-28 17:37:02 DEBUG [5423:main.c:21] hello, sys --debug
2022-07-28 17:37:02 WARN [5423:main.c:22] hello, sys --warn
2022-07-28 17:37:02 ERROR [5423:main.c:23] hello, sys --error
2022-07-28 17:37:02 PANIC [5423:main.c:24] hello, sys --panic
2022-07-28 17:37:03 INFO [5426:main.c:20] hello, sys --info
2022-07-28 17:37:03 DEBUG [5426:main.c:21] hello, sys --debug
2022-07-28 17:37:03 WARN [5426:main.c:22] hello, sys --warn
2022-07-28 17:37:03 ERROR [5426:main.c:23] hello, sys --error
2022-07-28 17:37:03 PANIC [5426:main.c:24] hello, sys --panic
2022-07-28 17:37:04 INFO [5429:main.c:20] hello, sys --info
2022-07-28 17:37:04 DEBUG [5429:main.c:21] hello, sys --debug
2022-07-28 17:37:04 WARN [5429:main.c:22] hello, sys --warn
2022-07-28 17:37:04 ERROR [5429:main.c:23] hello, sys --error
2022-07-28 17:37:04 PANIC [5429:main.c:24] hello, sys --panic
2022-07-28 17:37:05 INFO [5432:main.c:20] hello, sys --info
2022-07-28 17:37:05 DEBUG [5432:main.c:21] hello, sys --debug
2022-07-28 17:37:05 WARN [5432:main.c:22] hello, sys --warn
2022-07-28 17:37:05 ERROR [5432:main.c:23] hello, sys --error
2022-07-28 17:37:05 PANIC [5432:main.c:24] hello, sys --panic
2022-07-28 17:37:06 INFO [5435:main.c:20] hello, sys --info
2022-07-28 17:37:06 DEBUG [5435:main.c:21] hello, sys --debug
2022-07-28 17:37:06 WARN [5435:main.c:22] hello, sys --warn
2022-07-28 17:37:06 ERROR [5435:main.c:23] hello, sys --error
2022-07-28 17:37:06 PANIC [5435:main.c:24] hello, sys --panic
2022-07-28 17:37:07 INFO [5438:main.c:20] hello, sys --info
2022-07-28 17:37:07 DEBUG [5438:main.c:21] hello, sys --debug
2022-07-28 17:37:07 WARN [5438:main.c:22] hello, sys --warn
2022-07-28 17:37:07 ERROR [5438:main.c:23] hello, sys --error
2022-07-28 17:37:07 PANIC [5438:main.c:24] hello, sys --panic
2022-07-28 17:37:08 INFO [5441:main.c:20] hello, sys --info
2022-07-28 17:37:08 DEBUG [5441:main.c:21] hello, sys --debug
2022-07-28 17:37:08 WARN [5441:main.c:22] hello, sys --warn
2022-07-28 17:37:08 ERROR [5441:main.c:23] hello, sys --error
2022-07-28 17:37:08 PANIC [5441:main.c:24] hello, sys --panic
2022-07-28 17:37:09 INFO [5444:main.c:20] hello, sys --info
2022-07-28 17:37:09 DEBUG [5444:main.c:21] hello, sys --debug
2022-07-28 17:37:09 WARN [5444:main.c:22] hello, sys --warn
2022-07-28 17:37:09 ERROR [5444:main.c:23] hello, sys --error
2022-07-28 17:37:09 PANIC [5444:main.c:24] hello, sys --panic
2022-07-28 17:37:10 INFO [5447:main.c:20] hello, sys --info
2022-07-28 17:37:10 DEBUG [5447:main.c:21] hello, sys --debug
2022-07-28 17:37:10 WARN [5447:main.c:22] hello, sys --warn
2022-07-28 17:37:10 ERROR [5447:main.c:23] hello, sys --error
2022-07-28 17:37:10 PANIC [5447:main.c:24] hello, sys --panic
2022-07-28 17:37:11 INFO [5450:main.c:20] hello, sys --info
2022-07-28 17:37:11 DEBUG [5450:main.c:21] hello, sys --debug
2022-07-28 17:37:11 WARN [5450:main.c:22] hello, sys --warn
2022-07-28 17:37:11 ERROR [5450:main.c:23] hello, sys --error
2022-07-28 17:37:11 PANIC [5450:main.c:24] hello, sys --panic
2022-07-28 17:37:12 INFO [5453:main.c:20] hello, sys --info
2022-07-28 17:37:12 DEBUG [5453:main.c:21] hello, sys --debug
2022-07-28 17:37:12 WARN [5453:main.c:22] hello, sys --warn
2022-07-28 17:37:12 ERROR [5453:main.c:23] hello, sys --error
2022-07-28 17:37:12 PANIC [5453:main.c:24] hello, sys --panic
2022-07-28 17:37:13 INFO [5456:main.c:20] hello, sys --info
2022-07-28 17:37:13 DEBUG [5456:main.c:21] hello, sys --debug
2022-07-28 17:37:13 WARN [5456:main.c:22] hello, sys --warn
2022-07-28 17:37:13 ERROR [5456:main.c:23] hello, sys --error
2022-07-28 17:37:13 PANIC [5456:main.c:24] hello, sys --panic
2022-07-28 17:37:14 INFO [5459:main.c:20] hello, sys --info
2022-07-28 17:37:14 DEBUG [5459:main.c:21] hello, sys --debug
2022-07-28 17:37:14 WARN [5459:main.c:22] hello, sys --warn
2022-07-28 17:37:14 ERROR [5459:main.c:23] hello, sys --error
2022-07-28 17:37:14 PANIC [5459:main.c:24] hello, sys --panic
2022-07-28 17:37:15 INFO [5462:main.c:20] hello, sys --info
2022-07-28 17:37:15 DEBUG [5462:main.c:21] hello, sys --debug
2022-07-28 17:37:15 WARN [5462:main.c:22] hello, sys --warn
2022-07-28 17:37:15 ERROR [5462:main.c:23] hello, sys --error
2022-07-28 17:37:15 PANIC [5462:main.c:24] hello, sys --panic
2022-07-28 17:37:16 INFO [5465:main.c:20] hello, sys --info
2022-07-28 17:37:16 DEBUG [5465:main.c:21] hello, sys --debug
2022-07-28 17:37:16 WARN [5465:main.c:22] hello, sys --warn
2022-07-28 17:37:16 ERROR [5465:main.c:23] hello, sys --error
2022-07-28 17:37:16 PANIC [5465:main.c:24] hello, sys --panic
2022-07-28 17:37:17 INFO [5468:main.c:20] hello, sys --info
2022-07-28 17:37:17 DEBUG [5468:main.c:21] hello, sys --debug
2022-07-28 17:37:17 WARN [5468:main.c:22] hello, sys --warn
2022-07-28 17:37:17 ERROR [5468:main.c:23] hello, sys --error
2022-07-28 17:37:17 PANIC [5468:main.c:24] hello, sys --panic
2022-07-28 17:37:18 INFO [5471:main.c:20] hello, sys --info
2022-07-28 17:37:18 DEBUG [5471:main.c:21] hello, sys --debug
2022-07-28 17:37:18 WARN [5471:main.c:22] hello, sys --warn
2022-07-28 17:37:18 ERROR [5471:main.c:23] hello, sys --error
2022-07-28 17:37:18 PANIC [5471:main.c:24] hello, sys --panic
2022-07-28 17:37:19 INFO [5474:main.c:20] hello, sys --info
2022-07-28 17:37:19 DEBUG [5474:main.c:21] hello, sys --debug
2022-07-28 17:37:19 WARN [5474:main.c:22] hello, sys --warn
2022-07-28 17:37:19 ERROR [5474:main.c:23] hello, sys --error
2022-07-28 17:37:19 PANIC [5474:main.c:24] hello, sys --panic
2022-07-28 17:37:20 INFO [5477:main.c:20] hello, sys --info
2022-07-28 17:37:20 DEBUG [5477:main.c:21] hello, sys --debug
2022-07-28 17:37:20 WARN [5477:main.c:22] hello, sys --warn
2022-07-28 17:37:20 ERROR [5477:main.c:23] hello, sys --error
2022-07-28 17:37:20 PANIC [5477:main.c:24] hello, sys --panic
2022-07-28 17:37:21 INFO [5480:main.c:20] hello, sys --info
2022-07-28 17:37:21 DEBUG [5480:main.c:21] hello, sys --debug
2022-07-28 17:37:21 WARN [5480:main.c:22] hello, sys --warn
2022-07-28 17:37:21 ERROR [5480:main.c:23] hello, sys --error
2022-07-28 17:37:21 PANIC [5480:main.c:24] hello, sys --panic
2022-07-28 17:37:22 INFO [5483:main.c:20] hello, sys --info
2022-07-28 17:37:22 DEBUG [5483:main.c:21] hello, sys --debug
2022-07-28 17:37:22 WARN [5483:main.c:22] hello, sys --warn
2022-07-28 17:37:22 ERROR [5483:main.c:23] hello, sys --error
2022-07-28 17:37:22 PANIC [5483:main.c:24] hello, sys --panic
2022-07-28 17:37:23 INFO [5486:main.c:20] hello, sys --info
2022-07-28 17:37:23 DEBUG [5486:main.c:21] hello, sys --debug
2022-07-28 17:37:23 WARN [5486:main.c:22] hello, sys --warn
2022-07-28 17:37:23 ERROR [5486:main.c:23] hello, sys --error
2022-07-28 17:37:23 PANIC [5486:main.c:24] hello, sys --panic
2022-07-28 17:37:24 INFO [5489:main.c:20] hello, sys --info
2022-07-28 17:37:24 DEBUG [5489:main.c:21] hello, sys --debug
2022-07-28 17:37:24 WARN [5489:main.c:22] hello, sys --warn
2022-07-28 17:37:24 ERROR [5489:main.c:23] hello, sys --error
2022-07-28 17:37:24 PANIC [5489:main.c:24] hello, sys --panic
2022-07-28 17:37:25 INFO [5492:main.c:20] hello, sys --info
2022-07-28 17:37:25 DEBUG [5492:main.c:21] hello, sys --debug
2022-07-28 17:37:25 WARN [5492:main.c:22] hello, sys --warn
2022-07-28 17:37:25 ERROR [5492:main.c:23] hello, sys --error
2022-07-28 17:37:25 PANIC [5492:main.c:24] hello, sys --panic
2022-07-28 17:37:26 INFO [5495:main.c:20] hello, sys --info
2022-07-28 17:37:26 DEBUG [5495:main.c:21] hello, sys --debug
2022-07-28 17:37:26 WARN [5495:main.c:22] hello, sys --warn
2022-07-28 17:37:26 ERROR [5495:main.c:23] hello, sys --error
2022-07-28 17:37:26 PANIC [5495:main.c:24] hello, sys --panic
2022-07-28 17:37:27 INFO [5498:main.c:20] hello, sys --info
2022-07-28 17:37:27 DEBUG [5498:main.c:21] hello, sys --debug
2022-07-28 17:37:27 WARN [5498:main.c:22] hello, sys --warn
2022-07-28 17:37:27 ERROR [5498:main.c:23] hello, sys --error
2022-07-28 17:37:27 PANIC [5498:main.c:24] hello, sys --panic
2022-07-28 17:37:28 INFO [5501:main.c:20] hello, sys --info
2022-07-28 17:37:28 DEBUG [5501:main.c:21] hello, sys --debug
2022-07-28 17:37:28 WARN [5501:main.c:22] hello, sys --warn
2022-07-28 17:37:28 ERROR [5501:main.c:23] hello, sys --error
2022-07-28 17:37:28 PANIC [5501:main.c:24] hello, sys --panic
2022-07-28 17:37:29 INFO [5504:main.c:20] hello, sys --info
2022-07-28 17:37:29 DEBUG [5504:main.c:21] hello, sys --debug
2022-07-28 17:37:29 WARN [5504:main.c:22] hello, sys --warn
2022-07-28 17:37:29 ERROR [5504:main.c:23] hello, sys --error
2022-07-28 17:37:29 PANIC [5504:main.c:24] hello, sys --panic
2022-07-28 17:37:30 INFO [5507:main.c:20] hello, sys --info
2022-07-28 17:37:30 DEBUG [5507:main.c:21] hello, sys --debug
2022-07-28 17:37:30 WARN [5507:main.c:22] hello, sys --warn
2022-07-28 17:37:30 ERROR [5507:main.c:23] hello, sys --error
2022-07-28 17:37:30 PANIC [5507:main.c:24] hello, sys --panic
2022-07-28 17:37:31 INFO [5510:main.c:20] hello, sys --info
2022-07-28 17:37:31 DEBUG [5510:main.c:21] hello, sys --debug
2022-07-28 17:37:31 WARN [5510:main.c:22] hello, sys --warn
2022-07-28 17:37:31 ERROR [5510:main.c:23] hello, sys --error
2022-07-28 17:37:31 PANIC [5510:main.c:24] hello, sys --panic
2022-07-28 17:37:32 INFO [5513:main.c:20] hello, sys --info
2022-07-28 17:37:32 DEBUG [5513:main.c:21] hello, sys --debug
2022-07-28 17:37:32 WARN [5513:main.c:22] hello, sys --warn
2022-07-28 17:37:32 ERROR [5513:main.c:23] hello, sys --error
